GROUP	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	AstReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	KokReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	SemReg	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstNis	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg	UstReg
k_Bacteria|p_Firmicutes|c_Bacilli|o_Erysipelotrichales|f_Erysipelatoclostridiaceae|g_Firmicutes bacterium CAG:345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria|p_Firmicutes|c_Bacilli|o_Erysipelotrichales|f_Erysipelotrichaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria|p_Firmicutes|c_Bacilli|o_Erysipelotrichales|f_Erysipelotrichaceae|g_Bulleidia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	19	0	0	0	2	0	0	3	3	13	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	2	0	0	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	2	0	7	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	8	1	0	0	0	0	0	38	0	0	0	2	0	0	0	0	1	3	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	2	9	0	0	0	0	0	0	2	2	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0
k_Bacteria|p_Firmicutes|c_Bacilli|o_Erysipelotrichales|f_Erysipelotrichaceae|g_Catenisphaera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria|p_Firmicutes|c_Bacilli|o_Erysipelotrichales|f_Erysipelotrichaceae|g_Erysipelotrichaceae UCG-006	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	21	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	5	1	0	0	6	0	0	1	8	0	1	0	0	0	0	7	0	0	0	0	13	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	8	580	2	0	0	0	24	2	14	0	0	0	0	0	0	15	0	0	4	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	1	1	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	36	1	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0
k_Bacteria|p_Firmicutes|c_Bacilli|o_Erysipelotrichales|f_Erysipelotrichaceae|g_Erysipelotrichaceae UCG-007	0	2	0	0	0	1	1	0	1	0	0	1	1	0	0	3	0	0	0	0	0	1	0	1	0	0	0	2	3	0	11	0	0	0	0	0	17	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3	3	0	1	0	0	10	0	0	0	0	0	0	0	10	0	0	2	0	0	0	0	1	0	0	1	2	20	0	0	0	0	0	0	0	1	0	0	0	2	0	0	2	0	3	0	4	0	0	0	2	0	4	1	4	0	0	1	0	6	7	0	0	0	0	8	2	21	0	7	4	1	0	0	1	5	1	0	0	0	0	2	158	0	4	73	156	0	0	12	7	0	2	0	9	0	14	3	42	5	3	5	1	2	4	100	0	0	5	57	19	0	0	0	175	3	108	0	0	0	0	0	22	17	492	0	8	0	8	0	4	0	0	24	0	3	0	0	0	16	6	0	11	4	0	0	3	5	0	2	21	0	0	0	0	0	71	0	0	1	27	1	0	0	184	1	10	0	0	0	1	0	0	21	0	3	8	22	2	3	0	0	12	2	0	2	5	4	0	74	5	0	0	22	5	0	27	1	0	0	0	0	8	0	3	0	72	2	11	0	0	3	3	9	1	0	0	41	0	10	0	4	0	11	0	0	0	0	0	8	0	2	6	0	1	0	2	2	0	0	1	21	0	1	0	0	10	0	1	0	0	0	2	0	1	22	0	5	3	79	4	20	13	0	0	0	0	0	2	5	0	0	6	1	0	0	0	1	5	115	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	5	56	0	0	5	3	0	0	0	3	0	0	0	0	32	0	0	0	0
k_Bacteria|p_Firmicutes|c_Bacilli|o_Erysipelotrichales|f_Erysipelotrichaceae|g_Holdemanella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	11	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria|p_Firmicutes|c_Bacilli|o_Erysipelotrichales|f_Erysipelotrichaceae|g_Solobacterium	0	33	25	0	4	0	5	0	0	6	0	0	2	0	0	0	0	41	8	0	3	11	0	0	1	5	0	15	17	2	26	3	3	0	0	0	46	6	0	0	0	0	6	1	0	1	0	0	0	0	11	0	0	0	2	1	0	0	0	2	31	0	0	0	4	0	0	0	0	0	1	11	0	2	65	0	0	13	0	0	0	5	0	0	5	1	1	7	0	0	0	2	0	0	0	13	0	1	0	0	29	1	0	1	0	0	1	2	42	0	0	0	0	0	0	0	0	0	2	0	1	0	2	0	0	6	0	6	0	0	0	1	0	1	2	2	0	0	6	0	44	8	22	4	0	17	3	3	33	0	15	3	3	71	0	15	2	10	22	0	13	0	0	85	19	72	26	6	61	16	394	1	0	34	0	14	4	13	1	75	20	24	9	0	0	20	49	33	78	2	53	2	35	21	1	212	5	162	7	0	0	1	0	11	33	254	0	27	0	3	0	5	0	1	21	0	4	37	0	0	14	16	33	108	21	2	21	0	2	0	1	50	0	20	2	0	0	70	0	6	570	23	2	0	1	170	0	24	0	0	0	0	0	0	18	16	7	48	9	2	3	0	4	7	2	1	3	3	1	0	83	1	0	0	59	52	0	78	0	3	0	7	0	0	0	2	19	113	0	8	0	1	2	1	28	6	8	2	3	5	18	0	0	3	8	0	1	0	0	0	6	1	0	3	1	0	0	0	0	0	0	0	7	2	0	1	2	3	2	0	1	1	0	4	3	6	12	3	6	6	16	7	7	5	0	0	0	3	0	3	2	0	1	59	1	1	0	0	1	1	50	0	0	0	11	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	8	0	0	0	6	0	0	28	36	14	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0
k_Bacteria|p_Firmicutes|c_Bacilli|o_Erysipelotrichales|f_Erysipelotrichaceae|g_Turicibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales	9	17843	646	20	56	34	507	11	6	30	0	10	47	0	324	275	4	1526	30	0	24	157	1	119	178	580	16	225	264	84	1052	10	901	0	6	0	425	496	119	11	21	1	842	13	25	68	2	0	0	1	1375	0	4	0	1595	3	0	404	38	363	199	0	201	303	324	0	1364	0	0	0	2035	3895	118	438	293	1	83	250	0	0	2	118	2996	0	327	145	2	260	119	0	28	17	0	0	0	250	1091	80	12	0	393	10	142	2518	215	0	59	274	2437	0	0	59	0	112	0	0	10	1	79	0	2496	0	91	582	0	400	342	645	39	36	42	226	1	1483	72	281	1080	3	317	5	277	435	120	328	355	373	525	598	162	0	606	3169	964	3246	2	819	324	16	999	0	1184	0	0	742	873	1977	5407	367	383	284	349	262	8279	395	12	171	576	354	3073	618	1287	532	125	265	140	159	981	1623	384	141	5706	870	1368	4915	208	1241	802	419	183	0	26	14	190	529	1320	2950	33	632	0	103	0	983	18	124	1775	8	54	1231	0	0	306	682	9756	7753	3068	0	170	950	15	21	963	1227	0	367	6	0	8	962	6	232	259	5148	182	9	126	11220	86	391	0	0	9	128	27	7	1731	304	332	1248	533	111	233	4	488	374	152	1005	1172	961	834	0	457	4945	7	1	1277	1366	4	1588	1133	2113	14	7354	410	2048	2	373	13923	3732	327	138	1067	348	153	1965	223	490	1312	89	438	14643	476	82	503	1751	505	36	21	19	34	1	880	171	7469	612	11	104	126	142	17	37	25	558	8244	3193	356	85	76	256	65	2	98	7	7	135	146	57	1788	58	480	165	280	982	479	187	14	0	17	219	2	5	149	54	39	1069	195	27	12	0	128	101	1566	11702	0	2	440	17	48	0	0	16	55	0	3	3	84	10	82	479	11	26	612	0	4	0	3884	2	19	6164	3201	846	0	302	31	0	1	4	83	0	3	0	20	5820	0	0	33	76
k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Aerococcaceae	1	1492	19	14	10	1	194	0	0	3	0	1	5	0	0	961	0	204	0	0	1	26	0	0	252	58	3	12	6	1	262	8	36	0	0	0	23	1	3	0	0	0	8	0	0	0	0	0	0	0	2	0	0	0	62	0	0	38	3	238	20	0	66	3	11	0	0	0	0	0	19	1467	27	37	45	0	3	433	0	0	0	6	18	0	49	3	0	2	3	0	1	6	0	0	0	453	1	0	0	0	54	2	80	0	37	0	0	158	85	0	0	5	0	7	0	0	0	0	0	0	309	0	19	15	0	127	196	0	0	331	0	0	0	2	2	2	197	0	19	0	42	15	13	57	0	10	55	83	2	0	188	96	5	9	0	7	31	2	13	0	0	2	0	59	61	36	224	77	153	7	131	18	499	1	5	31	28	7	2539	118	8	4	6	35	11	18	209	2852	163	24	3	3	1	1	7	3	15	39	1	0	8	0	166	470	36	0	0	51	0	0	0	3675	4	62	136	0	0	492	0	0	13	8	6	4	1	2	371	1	4	6	120	0	0	1	0	0	3	88	0	28	2	13	2	0	4	2	2	9	0	0	0	30	0	0	17	13	28	6	2	0	2	0	2	0	0	0	127	2179	6	0	5	1	0	0	2	1	1	9	0	59	0	3	4	106	0	7	0	129	102	3	0	2	0	3339	10	50	8	15	5	30	0	1	1	44	0	0	0	0	0	0	4	0	83	40	0	1	0	4	1	0	0	14	5	0	2	9	24	0	0	0	0	0	0	9	1	0	5	0	83	5	0	280	30	14	0	0	0	2	0	0	6	0	0	2	100	0	1	0	0	1	0	0	0	0	0	0	0	0	0	3	2	0	1	0	4	3	0	0	0	0	0	0	0	0	4	0	0	47	81	4	0	1	0	0	0	0	1	0	3	0	0	96	0	0	0	0
k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Aerococcaceae|g_Abiotrophia	20	4	3592	7	61	19	731	12	0	2	0	26	298	0	0	18	0	1	0	0	0	28	0	0	257	4	2	29	0	66	0	9	1054	0	2	0	48	388	3	2	30	1	43	6	0	0	2	0	0	0	3293	0	2	0	88	1	0	9	0	444	3	0	532	583	16	0	277	0	0	0	4599	338	27	563	0	0	32	93	1	0	4	54	31	0	4	45	1	17	67	0	10	2	0	0	0	87	693	24	2	0	23	9	262	159	52	0	191	233	971	0	0	49	0	74	0	0	4	0	0	1	79	0	357	130	0	0	0	55	31	36	0	22	1	480	33	3	1665	34	126	6	41	970	1232	885	573	88	387	1008	66	0	1136	3254	592	619	1	237	3310	0	853	0	197	3	0	327	531	3396	71	555	2161	2325	228	319	1238	262	0	10	52	17	1334	39	687	9	82	366	309	184	356	1124	103	5	1183	45	141	678	23	576	61	61	35	0	0	7	2	715	153	74	25	41	0	1	0	2	33	383	1674	0	221	339	0	0	713	31	86	100	188	0	279	1049	45	34	18842	47	0	60	2	0	5	1794	3	30	49	2857	166	1	249	1219	3	367	0	0	0	401	90	5	274	39	681	172	32	6	40	1	131	293	166	1473	988	651	1684	2	31	383	0	3	256	135	2	224	30	622	15	905	26	13927	11	12	153	2322	358	121	18	50	20	2194	8	841	365	10	1	375	42	23	703	59	10	8	12	34	30	0	760	0	152	1664	8	90	66	239	12	5	26	492	63	0	0	5	62	5	198	6	63	7	19	87	55	8	10	3	284	175	7	431	4	12	44	0	9	6	0	0	131	25	37	170	259	29	12	1	20	262	21	33	0	0	3	1	407	0	0	26	21	2	0	4	0	41	6	384	0	5	239	0	2	0	180	2	4	714	6436	101	0	1157	2	0	0	1	201	0	7	0	242	23163	0	1	0	4
k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Aerococcaceae|g_Aerococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
